日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PB,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2026-06-01,=25.6700,=25.6700,=25.6700,=25.6700,=380443437100.43,=312572063503.0,=253540045230.2201,,=1.3051,,,,
2026-05-29,=26.0500,=26.0500,=26.0500,=26.0500,=386075244895.45,=317199152873.0,=257293267559.3,,=1.3244,,,,
2026-05-28,=25.3500,=25.3500,=25.3500,=25.3500,=375700862115.15,=308675567191.0,=250379436953.1,,=1.2888,,,,
2026-05-27,=25.7700,=25.7700,=25.7700,=25.7700,=381925491783.33,=313789718600.0,=254527735316.82,,=1.3102,,,,
2026-05-26,=26.2100,=26.2100,=26.2100,=26.2100,=388446532388.09,=319147401029.0,=258873571697.86,,=1.3325,,,,
2026-05-25,=26.1900,=26.1900,=26.1900,=26.1900,=388150121451.51,=318903870009.0,=258676033680.54,,=1.3315,,,,
2026-05-22,=25.8700,=25.8700,=25.8700,=25.8700,=383407546466.23,=315007373697.0,=255515425403.42,,=1.3152,,,,
2026-05-21,=26.2200,=26.2200,=26.2200,=26.2200,=388594737856.38,=319269166538.0,=258972340706.52,,=1.3330,,,,
2026-05-20,=26.0800,=26.0800,=26.0800,=26.0800,=386519861300.32,=317564449402.0,=257589574585.28,,=1.3259,,,,
2026-05-19,=26.2700,=26.2700,=26.2700,=26.2700,=389335765197.83,=319877994087.0,=259466185749.82,,=1.3356,,,,
2026-05-18,=26.1600,=26.1600,=26.1600,=26.1600,=387705505046.64,=318538573480.0,=258379726654.56,,=1.3300,,,,
2026-05-15,=26.3500,=26.3500,=26.3500,=26.3500,=390521408944.15,=320852118165.0,=260256337819.1,,=1.3397,,,,
2026-05-14,=26.6600,=26.6600,=26.6600,=26.6600,=395115778461.14,=324626848967.0,=263318177087.56,,=1.3554,,,,
2026-05-13,=27.1500,=27.1500,=27.1500,=27.1500,=402377846407.3499,=330593358944.0,=268157858511.9,,=1.3803,,,,
2026-05-12,=27.2200,=27.2200,=27.2200,=27.2200,=403415284685.38,=331445717512.0,=268849241572.52,,=1.3839,,,,
2026-05-11,=27.3300,=27.3300,=27.3300,=27.3300,=405045544836.57,=332785138119.0,=269935700667.78,,=1.3895,,,,
2026-05-08,=26.9500,=26.9500,=26.9500,=26.9500,=399413737041.5499,=328158048749.0,=266182478338.7,,=1.3702,,,,
2026-05-07,=27.2300,=27.2300,=27.2300,=27.2300,=403563490153.67,=331567483022.0,=268948010581.18,,=1.3844,,,,
2026-05-06,=27.4900,=27.4900,=27.4900,=27.4900,=407416832329.2099,=334733386275.0,=271516004806.34,,=1.3976,,,,
2026-04-30,=27.2200,=27.2200,=27.2200,=27.2200,=403415284685.38,=331445717512.0,=268849241572.52,,=1.3839,,,,
2026-04-29,=27.3200,=27.3200,=27.3200,=27.3200,=404897339368.28,=332663372610.0,=269836931659.12,,=1.3890,,,,
2026-04-28,=27.3000,=27.3000,=27.3000,=27.3000,=404600928431.7,=332419841590.0,=269639393641.8,,=1.3880,,,,
2026-04-27,=26.7700,=26.7700,=26.7700,=26.7700,=396746038612.33,=325966269574.0,=264404636182.82,,=1.3610,,,,
2026-04-24,=26.2300,=26.2300,=26.2300,=26.2300,=388742943324.67,=319390932048.0,=259071109715.18,,=1.4015,,,,
2026-04-23,=26.4800,=26.4800,=26.4800,=26.4800,=392448080031.92,=322435069792.0,=261540334931.68,,=1.4149,,,,
2026-04-22,=26.7100,=26.7100,=26.7100,=26.7100,=395856805802.59,=325235676516.0,=263812022130.86,,=1.4272,,,,
2026-04-21,=26.3000,=26.3000,=26.3000,=26.3000,=389780381602.7,=320243290616.0,=259762492775.8,,=1.4053,,,,
2026-04-20,=26.3000,=26.3000,=26.3000,=26.3000,=389780381602.7,=320243290616.0,=259762492775.8,,=1.4053,,,,
2026-04-17,=26.2600,=26.2600,=26.2600,=26.2600,=389187559729.54,=319756228577.0,=259367416741.16,,=1.4031,,,,
2026-04-16,=26.3100,=26.3100,=26.3100,=26.3100,=389928587070.9899,=320365056126.0,=259861261784.46,,=1.4058,,,,
2026-04-15,=26.0100,=26.0100,=26.0100,=26.0100,=385482423022.29,=316712090834.0,=256898191524.66,,=1.3898,,,,
2026-04-14,=26.1900,=26.1900,=26.1900,=26.1900,=388150121451.51,=318903870009.0,=258676033680.54,,=1.3994,,,,
2026-04-13,=26.0900,=26.0900,=26.0900,=26.0900,=386668066768.6099,=317686214912.0,=257688343593.94,,=1.3940,,,,
2026-04-10,=25.9000,=25.9000,=25.9000,=25.9000,=383852162871.0999,=315372670227.0,=255811732429.4,,=1.3839,,,,
2026-04-09,=24.1500,=24.1500,=24.1500,=24.1500,=357916205920.3499,=294063706022.0,=238527155913.9,,=1.2904,,,,
2026-04-08,=24.7000,=24.7000,=24.7000,=24.7000,=366067506676.2999,=300760809058.0,=243959451390.2,,=1.3198,,,,
2026-04-07,=23.9200,=23.9200,=23.9200,=23.9200,=354507480149.68,=291263099298.0,=236255468714.7201,,=1.2781,,,,
2026-04-03,=23.9800,=23.9800,=23.9800,=23.9800,=355396712959.42,=291993692357.0,=236848082766.68,,=1.2813,,,,
2026-04-02,=24.1300,=24.1300,=24.1300,=24.1300,=357619794983.77,=293820175003.0,=238329617896.58,,=1.2893,,,,
2026-04-01,=24.5100,=24.5100,=24.5100,=24.5100,=363251602778.79,=298447264373.0,=242082840225.66,,=1.3096,,,,
2026-03-31,=24.0400,=24.0400,=24.0400,=24.0400,=356285945769.1599,=292724285415.0,=237440696818.64,,=1.2845,,,,
2026-03-30,=24.1000,=24.1000,=24.1000,=24.1000,=357175178578.9,=293454878473.0,=238033310870.6,,=1.2877,,,,
2026-03-27,=24.2600,=24.2600,=24.2600,=24.2600,=359546466071.54,=295403126629.0,=239613615009.16,,=1.2963,,,,
2026-03-26,=24.1300,=24.1300,=24.1300,=24.1300,=357619794983.77,=293820175003.0,=238329617896.58,,=1.2959,,,,
2026-03-25,=24.6600,=24.6600,=24.6600,=24.6600,=365474684803.14,=300273747019.0,=243564375355.56,,=1.3244,,,,
2026-03-24,=24.3600,=24.3600,=24.3600,=24.3600,=361028520754.44,=296620781727.0,=240601305095.76,,=1.3082,,,,
2026-03-23,=24.2900,=24.2900,=24.2900,=24.2900,=359991082476.4099,=295768423158.0,=239909922035.14,,=1.3045,,,,
2026-03-20,=25.3000,=25.3000,=25.3000,=25.3000,=374959834773.7,=308066739642.0,=249885591909.8,,=1.3587,,,,
2026-03-19,=25.6100,=25.6100,=25.6100,=25.6100,=379554204290.69,=311841470444.0,=252947431178.26,,=1.3754,,,,
2026-03-18,=25.9700,=25.9700,=25.9700,=25.9700,=384889601149.13,=316225028795.0,=256503115490.02,,=1.3947,,,,
2026-03-17,=25.9100,=25.9100,=25.9100,=25.9100,=384000368339.39,=315494435736.0,=255910501438.06,,=1.3915,,,,
2026-03-16,=25.5000,=25.5000,=25.5000,=25.5000,=377923944139.5,=310502049837.0,=251860972083.0,,=1.3695,,,,
2026-03-13,=25.7500,=25.7500,=25.7500,=25.7500,=381629080846.75,=313546187581.0,=254330197299.5,,=1.3829,,,,
2026-03-12,=25.9300,=25.9300,=25.9300,=25.9300,=384296779275.97,=315737966756.0,=256108039455.38,,=1.3926,,,,
2026-03-11,=26.1000,=26.1000,=26.1000,=26.1000,=386816272236.9,=317807980421.0,=257787112602.6,,=1.4017,,,,
2026-03-10,=26.1300,=26.1300,=26.1300,=26.1300,=387260888641.77,=318173276951.0,=258083419628.58,,=1.4033,,,,
2026-03-09,=25.8800,=25.8800,=25.8800,=25.8800,=383555751934.52,=315129139207.0,=255614194412.08,,=1.3899,,,,
2026-03-06,=26.4300,=26.4300,=26.4300,=26.4300,=391707052690.47,=321826242243.0,=261046489888.38,,=1.4194,,,,
2026-03-05,=26.2100,=26.2100,=26.2100,=26.2100,=388446532388.09,=319147401029.0,=258873571697.86,,=1.4076,,,,
2026-03-04,=26.1400,=26.1400,=26.1400,=26.1400,=387409094110.06,=318295042460.0,=258182188637.24,,=1.4038,,,,
2026-03-03,=26.8000,=26.8000,=26.8000,=26.8000,=397190655017.2,=326331566103.0,=264700943208.8,,=1.4393,,,,
2026-03-02,=27.0700,=27.0700,=27.0700,=27.0700,=401192202661.03,=329619234866.0,=267367706442.62,,=1.4538,,,,
2026-02-27,=27.3700,=27.3700,=27.3700,=27.3700,=405638366709.73,=333272200158.0,=270330776702.42,,=1.4699,,,,
2026-02-26,=27.3800,=27.3800,=27.3800,=27.3800,=405786572178.02,=333393965668.0,=270429545711.08,,=1.4704,,,,
2026-02-25,=27.7400,=27.7400,=27.7400,=27.7400,=411121969036.4599,=337777524019.0,=273985230022.84,,=1.4898,,,,
2026-02-24,=27.6300,=27.6300,=27.6300,=27.6300,=409491708885.27,=336438103412.0,=272898770927.58,,=1.4839,,,,
2026-02-13,=27.6200,=27.6200,=27.6200,=27.6200,=409343503416.98,=336316337902.0,=272800001918.92,,=1.4833,,,,
2026-02-12,=27.8700,=27.8700,=27.8700,=27.8700,=413048640124.23,=339360475645.0,=275269227135.42,,=1.4967,,,,
2026-02-11,=28.0400,=28.0400,=28.0400,=28.0400,=415568133085.1599,=341430489311.0,=276948300282.64,,=1.5059,,,,
2026-02-10,=28.0900,=28.0900,=28.0900,=28.0900,=416309160426.6099,=342039316860.0,=277442145325.94,,=1.5086,,,,
2026-02-09,=28.0600,=28.0600,=28.0600,=28.0600,=415864544021.7399,=341674020330.0,=277145838299.96,,=1.5069,,,,
2026-02-06,=28.1600,=28.1600,=28.1600,=28.1600,=417346598704.64,=342891675428.0,=278133528386.56,,=1.4891,,,,
2026-02-05,=28.2900,=28.2900,=28.2900,=28.2900,=419273269792.4099,=344474627054.0,=279417525499.14,,=1.4960,,,,
2026-02-04,=28.3800,=28.3800,=28.3800,=28.3800,=420607119007.02,=345570516642.0,=280306446577.08,,=1.5008,,,,
2026-02-03,=27.9700,=27.9700,=27.9700,=27.9700,=414530694807.13,=340578130743.0,=276256917222.02,,=1.4791,,,,
2026-02-02,=27.8600,=27.8600,=27.8600,=27.8600,=412900434655.94,=339238710136.0,=275170458126.76,,=1.4733,,,,
2026-01-30,=28.0800,=28.0800,=28.0800,=28.0800,=416160954958.32,=341917551350.0,=277343376317.28,,=1.4849,,,,
2026-01-29,=28.5600,=28.5600,=28.5600,=28.5600,=423274817436.2399,=347762295817.0,=282084288732.96,,=1.5103,,,,
2026-01-28,=27.9400,=27.9400,=27.9400,=27.9400,=414086078402.26,=340212834214.0,=275960610196.0401,,=1.4775,,,,
2026-01-27,=27.8600,=27.8600,=27.8600,=27.8600,=412900434655.94,=339238710136.0,=275170458126.76,,=1.4733,,,,
2026-01-26,=28.0700,=28.0700,=28.0700,=28.0700,=416012749490.03,=341795785840.0,=277244607308.62,,=1.4844,,,,
2026-01-23,=27.7700,=27.7700,=27.7700,=27.7700,=411566585441.33,=338142820548.0,=274281537048.82,,=1.4685,,,,
2026-01-22,=27.9200,=27.9200,=27.9200,=27.9200,=413789667465.68,=339969303194.0,=275763072178.7201,,=1.4764,,,,
2026-01-21,=27.9400,=27.9400,=27.9400,=27.9400,=414086078402.26,=340212834214.0,=275960610196.0401,,=1.4775,,,,
2026-01-20,=28.0500,=28.0500,=28.0500,=28.0500,=415716338553.45,=341552254821.0,=277047069291.3,,=1.4833,,,,
2026-01-19,=27.9100,=27.9100,=27.9100,=27.9100,=413641461997.39,=339847537684.0,=275664303170.06,,=1.4759,,,,
2026-01-16,=28.0800,=28.0800,=28.0800,=28.0800,=416160954958.32,=341917551350.0,=277343376317.28,,=1.4849,,,,
2026-01-15,=28.2800,=28.2800,=28.2800,=28.2800,=419125064324.12,=344352861545.0,=279318756490.4801,,=1.4955,,,,
2026-01-14,=28.2300,=28.2300,=28.2300,=28.2300,=418384036982.67,=343744033996.0,=278824911447.18,,=1.4928,,,,
2026-01-13,=28.5500,=28.5500,=28.5500,=28.5500,=423126611967.95,=347640530308.0,=281985519724.3,,=1.5097,,,,
2026-01-12,=28.7800,=28.7800,=28.7800,=28.7800,=426535337738.62,=350441137032.0,=284257206923.4801,,=1.5219,,,,
2026-01-09,=28.5700,=28.5700,=28.5700,=28.5700,=423423022904.53,=347884061327.0,=282183057741.62,,=1.5108,,,,
2026-01-08,=28.5400,=28.5400,=28.5400,=28.5400,=422978406499.6599,=347518764798.0,=281886750715.64,,=1.5092,,,,
2026-01-07,=29.5000,=29.5000,=29.5000,=29.5000,=437206131455.5,=359208253733.0,=291368575547.0,,=1.5600,,,,
2026-01-06,=30.1900,=30.1900,=30.1900,=30.1900,=447432308767.51,=367610073905.0,=298183637144.5401,,=1.5965,,,,
2026-01-05,=29.3300,=29.3300,=29.3300,=29.3300,=434686638494.57,=357138240067.0,=289689502399.78,,=1.5510,,,,
2025-12-31,=28.7100,=28.7100,=28.7100,=28.7100,=425497899460.59,=349588778464.0,=283565823862.86,,=1.5182,,,,
2025-12-30,=28.8300,=28.8300,=28.8300,=28.8300,=427276365080.07,=351049964580.0,=284751051966.78,,=1.5246,,,,
2025-12-29,=28.9400,=28.9400,=28.9400,=28.9400,=428906625231.26,=352389385188.0,=285837511062.0401,,=1.5304,,,,
2025-12-26,=29.1000,=29.1000,=29.1000,=29.1000,=431277912723.9,=354337633343.0,=287417815200.6001,,=1.5388,,,,
2025-12-25,=28.9600,=28.9600,=28.9600,=28.9600,=429203036167.84,=352632916207.0,=286035049079.36,,=1.5314,,,,
2025-12-24,=28.7400,=28.7400,=28.7400,=28.7400,=425942515865.4599,=349954074993.0,=283862130888.84,,=1.5198,,,,
2025-12-23,=28.6300,=28.6300,=28.6300,=28.6300,=424312255714.27,=348614654386.0,=282775671793.58,,=1.5140,,,,
2025-12-22,=28.6500,=28.6500,=28.6500,=28.6500,=424608666650.8499,=348858185405.0,=282973209810.9,,=1.5150,,,,
2025-12-19,=28.6800,=28.6800,=28.6800,=28.6800,=425053283055.72,=349223481934.0,=283269516836.88,,=1.5166,,,,
2025-12-18,=28.5300,=28.5300,=28.5300,=28.5300,=422830201031.37,=347396999288.0,=281787981706.9801,,=1.5087,,,,
2025-12-17,=28.9700,=28.9700,=28.9700,=28.9700,=429351241636.13,=352754681717.0,=286133818088.02,,=1.5320,,,,
2025-12-16,=28.4800,=28.4800,=28.4800,=28.4800,=422089173689.9199,=346788171740.0,=281294136663.68,,=1.5060,,,,
2025-12-15,=28.5500,=28.5500,=28.5500,=28.5500,=423126611967.95,=347640530308.0,=281985519724.3,,=1.5097,,,,
2025-12-12,=28.4100,=28.4100,=28.4100,=28.4100,=421051735411.89,=345935813171.0,=280602753603.06,,=1.5023,,,,
2025-12-11,=28.2900,=28.2900,=28.2900,=28.2900,=419273269792.4099,=344474627054.0,=279417525499.14,,=1.4960,,,,
2025-12-10,=28.5200,=28.5200,=28.5200,=28.5200,=422681995563.08,=347275233778.0,=281689212698.32,,=1.5082,,,,
2025-12-09,=28.5300,=28.5300,=28.5300,=28.5300,=422830201031.37,=347396999288.0,=281787981706.9801,,=1.5087,,,,
2025-12-08,=28.7000,=28.7000,=28.7000,=28.7000,=425349693992.2999,=349467012954.0,=283467054854.2,,=1.5177,,,,
2025-12-05,=27.8600,=27.8600,=27.8600,=27.8600,=412900434655.94,=339238710136.0,=275170458126.76,,=1.4733,,,,
2025-12-04,=27.2000,=27.2000,=27.2000,=27.2000,=403118873748.7999,=331202186493.0,=268651703555.2,,=1.4384,,,,
2025-12-03,=27.1500,=27.1500,=27.1500,=27.1500,=402377846407.3499,=330593358944.0,=268157858511.9,,=1.4357,,,,
2025-12-02,=27.3700,=27.3700,=27.3700,=27.3700,=405638366709.73,=333272200158.0,=270330776702.42,,=1.4473,,,,
2025-12-01,=27.6700,=27.6700,=27.6700,=27.6700,=410084530758.43,=336925165451.0,=273293846962.2201,,=1.4632,,,,
2025-11-28,=27.5900,=27.5900,=27.5900,=27.5900,=408898887012.1099,=335951041373.0,=272503694892.94,,=1.4590,,,,
2025-11-27,=27.5800,=27.5800,=27.5800,=27.5800,=408750681543.82,=335829275863.0,=272404925884.28,,=1.4585,,,,
2025-11-26,=27.6000,=27.6000,=27.6000,=27.6000,=409047092480.4,=336072806882.0,=272602463901.6,,=1.4595,,,,
2025-11-25,=27.4700,=27.4700,=27.4700,=27.4700,=407120421392.63,=334489855256.0,=271318466789.02,,=1.4526,,,,
2025-11-24,=27.3900,=27.3900,=27.3900,=27.3900,=405934777646.31,=333515731178.0,=270528314719.74,,=1.4484,,,,
2025-11-21,=27.3000,=27.3000,=27.3000,=27.3000,=404600928431.7,=332419841590.0,=269639393641.8,,=1.4436,,,,
2025-11-20,=28.3000,=28.3000,=28.3000,=28.3000,=419421475260.7,=344596392564.0,=279516294507.8,,=1.4965,,,,
2025-11-19,=28.3000,=28.3000,=28.3000,=28.3000,=419421475260.7,=344596392564.0,=279516294507.8,,=1.4965,,,,
2025-11-18,=28.2200,=28.2200,=28.2200,=28.2200,=418235831514.38,=343622268486.0,=278726142438.52,,=1.4923,,,,
2025-11-17,=28.2900,=28.2900,=28.2900,=28.2900,=419273269792.4099,=344474627054.0,=279417525499.14,,=1.4960,,,,
2025-11-14,=28.6400,=28.6400,=28.6400,=28.6400,=424460461182.56,=348736419895.0,=282874440802.24,,=1.5145,,,,
2025-11-13,=29.0800,=29.0800,=29.0800,=29.0800,=430981501787.32,=354094102324.0,=287220277183.28,,=1.5378,,,,
2025-11-12,=28.9000,=28.9000,=28.9000,=28.9000,=428313803358.0999,=351902323149.0,=285442435027.4,,=1.5283,,,,
2025-11-11,=29.0600,=29.0600,=29.0600,=29.0600,=430685090850.7399,=353850571304.0,=287022739165.96,,=1.5367,,,,
2025-11-10,=29.3000,=29.3000,=29.3000,=29.3000,=434242022089.7,=356772943538.0,=289393195373.8,,=1.5494,,,,
2025-11-07,=29.0000,=29.0000,=29.0000,=29.0000,=429795858041.0,=353119978246.0,=286430125114.0,,=1.5335,,,,
2025-11-06,=29.1900,=29.1900,=29.1900,=29.1900,=432611761938.51,=355433522931.0,=288306736278.5401,,=1.5436,,,,
2025-11-05,=29.0600,=29.0600,=29.0600,=29.0600,=430685090850.7399,=353850571304.0,=287022739165.96,,=1.5367,,,,
2025-11-04,=29.0800,=29.0800,=29.0800,=29.0800,=430981501787.32,=354094102324.0,=287220277183.28,,=1.5378,,,,
2025-11-03,=29.2200,=29.2200,=29.2200,=29.2200,=433056378343.38,=355798819460.0,=288603043304.52,,=1.5452,,,,
2025-10-31,=29.3800,=29.3800,=29.3800,=29.3800,=435427665836.02,=357747067616.0,=290183347443.08,,=1.5536,,,,
2025-10-30,=29.6800,=29.6800,=29.6800,=29.6800,=439873829884.7199,=361400032908.0,=293146417702.88,,=1.5695,,,,
2025-10-29,=30.3000,=30.3000,=30.3000,=30.3000,=449062568918.7,=368949494512.0,=299270096239.8,,=1.6023,,,,
2025-10-28,=30.0000,=30.0000,=30.0000,=30.0000,=444616404870.0,=365296529220.0,=296307025980.0,,=1.5864,,,,
2025-10-27,=29.9900,=29.9900,=29.9900,=29.9900,=444468199401.7099,=365174763710.0,=296208256971.34,,=1.5859,,,,
2025-10-24,=29.8700,=29.8700,=29.8700,=29.8700,=442689733782.23,=363713577593.0,=295023028867.42,,=1.6295,,,,
2025-10-23,=29.5200,=29.5200,=29.5200,=29.5200,=437502542392.08,=359451784752.0,=291566113564.32,,=1.6104,,,,
2025-10-22,=29.1900,=29.1900,=29.1900,=29.1900,=432611761938.51,=355433522931.0,=288306736278.5401,,=1.5924,,,,
2025-10-21,=29.3600,=29.3600,=29.3600,=29.3600,=435131254899.44,=357503536597.0,=289985809425.76,,=1.6017,,,,
2025-10-20,=29.2300,=29.2300,=29.2300,=29.2300,=433204583811.6699,=355920584970.0,=288701812313.18,,=1.5946,,,,
2025-10-17,=29.0900,=29.0900,=29.0900,=29.0900,=431129707255.6099,=354215867834.0,=287319046191.94,,=1.5870,,,,
2025-10-16,=29.6500,=29.6500,=29.6500,=29.6500,=439429213479.8499,=361034736379.0,=292850110676.9,,=1.6175,,,,
2025-10-15,=29.6900,=29.6900,=29.6900,=29.6900,=440022035353.01,=361521798418.0,=293245186711.5401,,=1.6197,,,,
2025-10-14,=29.0300,=29.0300,=29.0300,=29.0300,=430240474445.87,=353485274775.0,=286726432139.9801,,=1.5837,,,,
2025-10-13,=29.2000,=29.2000,=29.2000,=29.2000,=432759967406.7999,=355555288441.0,=288405505287.2,,=1.5930,,,,
2025-10-10,=29.6800,=29.6800,=29.6800,=29.6800,=439873829884.7199,=361400032908.0,=293146417702.88,,=1.6191,,,,
2025-10-09,=29.6500,=29.6500,=29.6500,=29.6500,=439429213479.8499,=361034736379.0,=292850110676.9,,=1.6175,,,,
2025-09-30,=29.9000,=29.9000,=29.9000,=29.9000,=443134350187.0999,=364078874123.0,=295319335893.4,,=1.6311,,,,
2025-09-29,=30.4100,=30.4100,=30.4100,=30.4100,=450692829069.89,=370288915119.0,=300356555335.06,,=1.6590,,,,
2025-09-26,=28.7200,=28.7200,=28.7200,=28.7200,=425646104928.88,=349710543973.0,=283664592871.52,,=1.5668,,,,
2025-09-25,=28.7100,=28.7100,=28.7100,=28.7100,=425497899460.59,=349588778464.0,=283565823862.86,,=1.5662,,,,
2025-09-24,=28.6900,=28.6900,=28.6900,=28.6900,=425201488524.01,=349345247444.0,=283368285845.5401,,=1.5651,,,,
2025-09-23,=28.5000,=28.5000,=28.5000,=28.5000,=422385584626.5,=347031702759.0,=281491674681.0,,=1.5548,,,,
2025-09-22,=28.7800,=28.7800,=28.7800,=28.7800,=426535337738.62,=350441137032.0,=284257206923.4801,,=1.5700,,,,
2025-09-19,=28.3100,=28.3100,=28.3100,=28.3100,=419569680728.9899,=344718158074.0,=279615063516.46,,=1.5444,,,,
2025-09-18,=28.3500,=28.3500,=28.3500,=28.3500,=420162502602.15,=345205220113.0,=280010139551.1001,,=1.5466,,,,
2025-09-17,=28.9900,=28.9900,=28.9900,=28.9900,=429647652572.7099,=352998212736.0,=286331356105.34,,=1.5815,,,,
2025-09-16,=29.2800,=29.2800,=29.2800,=29.2800,=433945611153.12,=356529412519.0,=289195657356.4801,,=1.5973,,,,
2025-09-15,=29.5900,=29.5900,=29.5900,=29.5900,=438539980670.1099,=360304143321.0,=292257496624.94,,=1.6142,,,,
2025-09-12,=29.7800,=29.7800,=29.7800,=29.7800,=441355884567.62,=362617688006.0,=294134107789.4801,,=1.6246,,,,
2025-09-11,=30.3300,=30.3300,=30.3300,=30.3300,=449507185323.57,=369314791041.0,=299566403265.78,,=1.6546,,,,
2025-09-10,=29.4800,=29.4800,=29.4800,=29.4800,=436909720518.9199,=358964722714.0,=291171037529.68,,=1.6082,,,,
2025-09-09,=29.5200,=29.5200,=29.5200,=29.5200,=437502542392.08,=359451784752.0,=291566113564.32,,=1.6104,,,,
2025-09-08,=29.4500,=29.4500,=29.4500,=29.4500,=436465104114.0499,=358599426184.0,=290874730503.7,,=1.6066,,,,
2025-09-05,=29.8300,=29.8300,=29.8300,=29.8300,=442096911909.07,=363226515554.0,=294627952832.78,,=1.6273,,,,
2025-09-04,=29.5600,=29.5600,=29.5600,=29.5600,=438095364265.2399,=359938846791.0,=291961189598.96,,=1.6126,,,,
2025-09-03,=29.7900,=29.7900,=29.7900,=29.7900,=441504090035.9099,=362739453515.0,=294232876798.14,,=1.6251,,,,
2025-09-02,=30.7800,=30.7800,=30.7800,=30.7800,=456176431396.6199,=374794238980.0,=304011008655.4801,,=1.6791,,,,
2025-09-01,=31.1700,=31.1700,=31.1700,=31.1700,=461956444659.93,=379543093860.0,=307862999993.2201,,=1.7004,,,,
2025-08-29,=31.4800,=31.4800,=31.4800,=31.4800,=466550814176.9199,=383317824662.0,=310924839261.68,,=1.7173,,,,
2025-08-28,=31.5000,=31.5000,=31.5000,=31.5000,=466847225113.4999,=383561355681.0,=311122377279.0,,=1.7648,,,,
2025-08-27,=30.8900,=30.8900,=30.8900,=30.8900,=457806691547.8099,=376133659587.0,=305097467750.74,,=1.7307,,,,
2025-08-26,=31.6800,=31.6800,=31.6800,=31.6800,=469514923542.7199,=385753134856.0,=312900219434.88,,=1.7749,,,,
2025-08-25,=32.1400,=32.1400,=32.1400,=32.1400,=476332375084.0599,=391354348304.0,=317443593833.24,,=1.8007,,,,
2025-08-22,=32.2000,=32.2000,=32.2000,=32.2000,=477221607893.8,=392084941363.0,=318036207885.2,,=1.7762,,,,
