date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2025-07-18,161109332483.37,2.2425,,,,,23.4628,,,,,25.2079,,,,,2.2441,,,,,0.0188,1.9712,,,,
2025-07-17,159668586217.08,2.2225,,,,,23.2530,,,,,24.9825,,,,,2.2240,,,,,0.0190,1.9536,,,,
2025-07-16,158566839072.27,2.2072,,,,,23.0925,,,,,24.8101,,,,,2.2087,,,,,0.0191,1.9401,,,,
2025-07-15,160177084899.3,2.2296,,,,,23.3270,,,,,25.0620,,,,,2.2311,,,,,0.0189,1.9598,,,,
2025-07-14,158821088413.38,2.2107,,,,,23.1295,,,,,24.8499,,,,,2.2122,,,,,0.0191,1.9432,,,,
2025-07-11,159583836436.71,2.2213,,,,,23.2406,,,,,24.9692,,,,,2.2228,,,,,0.0190,1.9526,,,,
2025-07-10,160346584460.04,2.2319,,,,,23.3517,,,,,25.0886,,,,,2.2335,,,,,0.0189,1.9619,,,,
2025-07-09,161956830287.07,2.2543,,,,,23.5862,,,,,25.3405,,,,,2.2559,,,,,0.0187,1.9816,,,,
2025-07-08,161617831165.59,2.2496,,,,,23.5368,,,,,25.2875,,,,,2.2512,,,,,0.0187,1.9775,,,,
2025-07-07,155515846978.95,2.1647,,,,,22.6482,,,,,24.3327,,,,,2.1662,,,,,0.0195,1.9028,,,,
