date,市值(元),股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2026-06-02,130266863725.5,0.0653,5.3379,0.0767,14.3730,8.4496,5.9985,2.5246,0.0000,10.6496,6.2277,4.3133,13.0969,0.0656,37.9927,29.0176,16.9317
2026-06-01,133063553455.2,0.0639,5.4525,0.0916,14.3730,8.4496,5.9985,2.5788,0.0017,10.6496,6.2277,4.3133,13.3781,0.0788,37.9927,29.0176,16.9958
2026-05-29,134005596311.52,0.0634,5.4911,0.0973,14.3730,8.4468,5.9966,2.5971,0.0025,10.6496,6.2259,4.3124,13.4728,0.0853,37.9927,29.0084,17.0108
2026-05-28,131032273546.26,0.0649,5.3693,0.0825,14.3730,8.4482,5.9972,2.5395,0.0000,10.6496,6.2268,4.3124,13.1739,0.0680,37.9927,29.0130,17.0157
2026-05-27,135389221756.74,0.0628,5.5478,0.1031,14.3730,8.4496,5.9985,2.6239,0.0029,10.6496,6.2277,4.3133,13.6119,0.0961,37.9927,29.0176,17.1263
2026-05-26,133622891401.14,0.0636,5.4754,0.0949,14.3730,8.4496,5.9985,2.5897,0.0012,10.6496,6.2277,4.3133,13.4343,0.0829,37.9927,29.0176,17.1484
2026-05-25,135197869301.55,0.0629,5.5400,0.1031,14.3730,8.4496,5.9985,2.6202,0.0021,10.6496,6.2277,4.3133,13.5927,0.0936,37.9927,29.0176,17.1528
2026-05-22,132504215509.26,0.0642,5.4296,0.0915,14.3730,8.4468,5.9966,2.5680,0.0004,10.6496,6.2259,4.3124,13.3218,0.0742,37.9927,29.0084,17.1661
2026-05-21,134564934257.46,0.0632,5.5140,0.1006,14.3730,8.4482,5.9972,2.6079,0.0012,10.6496,6.2268,4.3124,13.5290,0.0874,37.9927,29.0130,17.1838
2026-05-20,135713048988.6,0.0626,5.5611,0.1048,14.3730,8.4496,5.9985,2.6302,0.0012,10.6496,6.2277,4.3133,13.6445,0.0986,37.9927,29.0176,17.2148
2026-05-19,132960517517.79,0.0639,5.4483,0.0936,14.3730,8.4496,5.9985,2.5768,0.0004,10.6496,6.2277,4.3133,13.3677,0.0767,37.9927,29.0176,17.2369
2026-05-18,132430618411.11,0.0642,5.4266,0.0920,14.3730,8.4496,5.9985,2.5666,0.0000,10.6496,6.2277,4.3133,13.3144,0.0730,37.9927,29.0176,17.2369
2026-05-15,133946718633.0,0.0635,5.4887,0.0981,14.3730,8.4482,5.9972,2.5959,0.0000,10.6496,6.2268,4.3124,13.4669,0.0829,37.9927,29.0130,17.2767
2026-05-14,138877724209.05,0.0612,5.6908,0.1221,14.3730,8.4496,5.9985,2.6915,0.0004,10.6496,6.2277,4.3133,13.9626,0.1126,37.9927,29.0176,17.3391
2026-05-13,136449019970.1,0.0623,5.5913,0.1102,14.3730,8.4509,5.9996,2.6444,0.0000,10.6496,6.2277,4.3197,13.7185,0.1011,37.9927,29.0186,17.3663
2026-05-12,139510659253.14,0.0609,5.7167,0.1268,14.3765,8.4521,5.9996,2.7038,0.0000,10.6623,6.2278,4.3197,14.0263,0.1168,38.0018,29.0197,17.3663
2026-05-11,142645895634.33,0.0596,5.8452,0.1483,14.3765,8.4564,6.0068,2.7645,0.0000,10.6623,6.2281,4.3287,14.3415,0.1380,38.0018,29.0208,17.3828
2026-05-08,143558499651.39,0.0592,5.8826,0.1607,14.3765,8.4608,6.0075,2.7822,0.0000,10.6623,6.2285,4.3310,14.4332,0.1393,38.0018,29.0219,17.4669
2026-05-07,145795851435.15,0.0583,5.9743,0.1910,14.3765,8.4608,6.0099,2.8256,0.0004,10.6623,6.2299,4.3322,14.6582,0.1488,38.0018,29.0241,17.5111
2026-05-06,144736053221.79,0.0587,5.9308,0.1733,14.3765,8.4608,6.0099,2.8050,0.0000,10.6623,6.2314,4.3329,14.5516,0.1419,38.0018,29.0262,17.5155
2026-04-30,147341390496.3,0.0577,6.0376,0.2085,14.3766,8.4622,6.0099,2.8555,0.0000,10.6699,6.2331,4.3329,14.8136,0.1531,38.0185,29.0262,17.5155
2026-04-29,149740655895.99,0.0568,6.1359,0.2330,14.3766,8.4637,6.0099,2.9020,0.0000,10.6699,6.2348,4.3345,15.0548,0.1614,38.0185,29.0262,17.5509
2026-04-28,147488584692.6,0.0594,4.9130,0.0277,14.3766,8.4652,6.0099,3.0932,0.0033,10.6699,6.2356,4.3345,11.6662,0.0046,38.0185,29.0262,17.5553
2026-04-27,147709375987.05,0.0593,4.9203,0.0286,14.3766,8.4667,6.0117,3.0979,0.0037,10.6699,6.2364,4.3405,11.6837,0.0058,38.0185,29.0263,17.5677
2026-04-24,151065403662.69,0.0580,5.0321,0.0373,14.3766,8.4667,6.0117,3.1683,0.0075,10.6699,6.2366,4.3426,11.9492,0.0157,38.0185,29.0305,17.5952
2026-04-23,149917288931.55,0.0584,4.9939,0.0323,14.3836,8.4668,6.0117,3.1442,0.0054,10.6733,6.2368,4.3426,11.8583,0.0108,38.0428,29.0347,17.5952
2026-04-22,147547462371.12,0.0594,4.9149,0.0278,14.3836,8.4690,6.0123,3.0945,0.0033,10.6733,6.2370,4.3445,11.6709,0.0046,38.0428,29.0353,17.6312
2026-04-21,148092080897.43,0.0591,4.9331,0.0282,14.3836,8.4713,6.0169,3.1059,0.0033,10.6733,6.2372,4.3460,11.7140,0.0062,38.0428,29.0359,17.6703
2026-04-20,148150958575.95,0.0591,4.9351,0.0282,14.3836,8.4777,6.0171,3.1071,0.0037,10.6733,6.2372,4.3474,11.7186,0.0062,38.0428,29.0438,17.6703
2026-04-17,148960526655.6,0.0588,4.9620,0.0290,14.3836,8.4713,6.0169,3.1241,0.0037,10.6733,6.2372,4.3460,11.7827,0.0075,38.0428,29.0576,17.7013
2026-04-16,151683619287.15,0.0577,5.0527,0.0378,14.3836,8.4777,6.0171,3.1812,0.0066,10.6733,6.2372,4.3474,11.9981,0.0158,38.0428,29.0581,17.7367
2026-04-15,151742496965.67,0.0577,5.0547,0.0378,14.3836,8.4842,6.0171,3.1825,0.0066,10.6733,6.2372,4.3487,12.0027,0.0162,38.0428,29.0586,17.7564
2026-04-14,151919130001.23,0.0576,5.0606,0.0382,14.3836,8.4842,6.0171,3.1862,0.0066,10.6733,6.2372,4.3487,12.0167,0.0166,38.0428,29.0591,17.7632
2026-04-13,150771015270.09,0.0581,5.0223,0.0336,14.3836,8.4842,6.0175,3.1621,0.0042,10.6733,6.2372,4.3487,11.9259,0.0120,38.0428,29.0599,17.7657
2026-04-10,150888770627.13,0.0580,5.0262,0.0344,14.3836,8.4713,6.0171,3.1646,0.0046,10.6733,6.2372,4.3460,11.9352,0.0129,38.0428,29.0704,17.7807
2026-04-09,151315633796.4,0.0579,5.0405,0.0345,14.3836,8.4777,6.0171,3.1735,0.0046,10.6733,6.2372,4.3474,11.9690,0.0141,38.0428,29.0713,17.7898
2026-04-08,154598064373.89,0.0566,5.1498,0.0515,14.3836,8.4842,6.0175,3.2423,0.0125,10.6733,6.2372,4.3487,12.2286,0.0224,38.0428,29.0722,17.7900
2026-04-07,152331273750.87,0.0575,5.0743,0.0378,14.3836,8.4842,6.0175,3.1948,0.0066,10.6733,6.2372,4.3487,12.0493,0.0170,38.0428,29.0770,17.7942
2026-04-03,153479388482.01,0.0571,5.1125,0.0444,14.3836,8.4713,6.0216,3.2189,0.0095,10.6733,6.2372,4.3460,12.1401,0.0191,38.0428,29.0906,17.8062
2026-04-02,155966970399.48,0.0562,5.1954,0.0573,14.3836,8.4777,6.0216,3.2711,0.0145,10.6733,6.2372,4.3474,12.3369,0.0286,38.0428,29.0965,17.8207
2026-04-01,156408552988.38,0.0560,5.2101,0.0581,14.3836,8.4842,6.0226,3.2803,0.0158,10.6733,6.2372,4.3487,12.3718,0.0316,38.0428,29.1024,17.8340
2026-03-31,154082884686.84,0.0568,5.1326,0.0478,14.3836,8.4842,6.0240,3.2315,0.0100,10.6733,6.2372,4.3487,12.1878,0.0199,38.0428,29.1193,17.8537
2026-03-30,154995488703.9,0.0565,5.1630,0.0527,14.3836,8.4842,6.0243,3.2507,0.0125,10.6733,6.2372,4.3487,12.2600,0.0233,38.0428,29.1273,17.8694
2026-03-27,152758136920.14,0.0573,5.0885,0.0402,14.3836,8.4713,6.0258,3.2038,0.0075,10.6733,6.2372,4.3460,12.0831,0.0174,38.0428,29.1786,17.9269
2026-03-26,149990886029.7,0.0584,4.9963,0.0307,14.3836,8.4777,6.0267,3.1457,0.0037,10.6733,6.2372,4.3474,11.8642,0.0091,38.0428,29.1795,17.9357
2026-03-25,152846453437.92,0.0573,5.0915,0.0399,14.3836,8.4842,6.0268,3.2056,0.0071,10.6733,6.2372,4.3487,12.0900,0.0170,38.0428,29.1804,17.9442
2026-03-24,152184079554.57,0.0575,5.0694,0.0370,14.3836,8.4842,6.0280,3.1917,0.0054,10.6733,6.2372,4.3487,12.0377,0.0162,38.0428,29.1908,17.9625
2026-03-23,150785734689.72,0.0581,5.0228,0.0332,14.3836,8.4842,6.0280,3.1624,0.0037,10.6733,6.2372,4.3487,11.9270,0.0116,38.0428,29.1960,17.9660
2026-03-20,154848294507.6,0.0566,5.1581,0.0490,14.3836,8.4713,6.0268,3.2476,0.0100,10.6733,6.2372,4.3460,12.2484,0.0203,38.0428,29.2012,17.9844
2026-03-19,155142682900.2,0.0565,5.1680,0.0506,14.3836,8.4777,6.0280,3.2538,0.0100,10.6733,6.2372,4.3474,12.2717,0.0208,38.0428,29.2018,18.0378
2026-03-18,157276998746.55,0.0557,5.2390,0.0586,14.3836,8.4842,6.0280,3.2985,0.0133,10.6733,6.2372,4.3487,12.4405,0.0316,38.0428,29.2023,18.0378
2026-03-17,159161084459.19,0.0550,5.3018,0.0652,14.3836,8.4842,6.0280,3.3380,0.0228,10.6733,6.2372,4.3487,12.5895,0.0365,38.0428,29.2028,18.1339
2026-03-16,159882336021.06,0.0548,5.3258,0.0681,14.3836,8.4842,6.0280,3.3532,0.0262,10.6733,6.2372,4.3487,12.6466,0.0374,38.0428,29.2040,18.1348
2026-03-13,158763660129.18,0.0552,5.2886,0.0627,14.3836,8.4713,6.0268,3.3297,0.0228,10.6733,6.2372,4.3460,12.5581,0.0349,38.0428,29.2102,18.1348
2026-03-12,154818855668.34,0.0566,5.1572,0.0486,14.3836,8.4777,6.0280,3.2470,0.0112,10.6733,6.2372,4.3474,12.2461,0.0199,38.0428,29.2261,18.1569
2026-03-11,154259517722.4,0.0568,5.1385,0.0461,14.3836,8.4842,6.0280,3.2352,0.0096,10.6733,6.2372,4.3487,12.2018,0.0183,38.0428,29.2420,18.1593
2026-03-10,154656942052.41,0.0566,5.1518,0.0478,14.3836,8.4842,6.0280,3.2436,0.0108,10.6733,6.2372,4.3487,12.2333,0.0187,38.0428,29.2439,18.1654
2026-03-09,154568625534.63,0.0567,5.1488,0.0469,14.3836,8.4842,6.0280,3.2417,0.0108,10.6733,6.2372,4.3487,12.2263,0.0183,38.0428,29.2463,18.1702
2026-03-06,155996409238.74,0.0561,5.1964,0.0519,14.3836,8.4713,6.0268,3.2717,0.0137,10.6733,6.2372,4.3460,12.3392,0.0232,38.0428,29.2839,18.1790
2026-03-05,152978928214.59,0.0572,5.0959,0.0390,14.3836,8.4777,6.0280,3.2084,0.0100,10.6733,6.2372,4.3474,12.1005,0.0162,38.0428,29.2863,18.1834
2026-03-04,152552065045.32,0.0574,5.0817,0.0374,14.3836,8.4842,6.0280,3.1994,0.0091,10.6733,6.2372,4.3487,12.0668,0.0158,38.0428,29.2886,18.2188
2026-03-03,158233761022.5,0.0553,5.2709,0.0590,14.3836,8.4842,6.0280,3.3186,0.0183,10.6733,6.2372,4.3487,12.5162,0.0307,38.0428,29.2895,18.2437
2026-03-02,159219962137.71,0.0550,5.3038,0.0615,14.3836,8.4842,6.0280,3.3393,0.0237,10.6733,6.2372,4.3487,12.5942,0.0332,38.0428,29.2925,18.2675
2026-02-27,162649586911.5,0.0538,5.4180,0.0772,14.3836,8.4713,6.0268,3.4112,0.0349,10.6733,6.2372,4.3460,12.8655,0.0373,38.0428,29.2971,18.2675
2026-02-26,163385557893.0,0.0536,5.4425,0.0789,14.3836,8.4777,6.0280,3.4266,0.0365,10.6733,6.2372,4.3474,12.9237,0.0390,38.0428,29.2990,18.2693
2026-02-25,166211686461.96,0.0527,5.5367,0.0884,14.3836,8.4777,6.0280,3.4859,0.0436,10.6733,6.2372,4.3474,13.1472,0.0486,38.0428,29.3061,18.3136
2026-02-24,165593470837.5,0.0529,5.5161,0.0876,14.3836,8.4777,6.0280,3.4730,0.0432,10.6733,6.2372,4.3474,13.0983,0.0482,38.0428,29.3157,18.3214
2026-02-13,171113253198.75,0.0512,5.6999,0.1147,14.3766,8.4637,6.0226,3.5887,0.0654,10.6699,6.2348,4.3345,13.5349,0.0691,38.0185,29.3817,18.3735
2026-02-12,170185929762.06,0.0515,5.6691,0.1114,14.3766,8.4652,6.0240,3.5693,0.0609,10.6699,6.2356,4.3345,13.4616,0.0638,38.0185,29.3833,18.3748
2026-02-11,173600835116.22,0.0504,5.7828,0.1272,14.3766,8.4667,6.0243,3.6409,0.0771,10.6699,6.2364,4.3405,13.7317,0.0833,38.0185,29.3849,18.4638
2026-02-10,173968820606.97,0.0503,5.7951,0.1289,14.3766,8.4667,6.0258,3.6486,0.0787,10.6699,6.2366,4.3426,13.7608,0.0854,38.0185,29.3878,18.5009
2026-02-09,178531840692.27,0.0491,5.9471,0.1725,14.3836,8.4668,6.0258,3.7443,0.0941,10.6733,6.2368,4.3426,14.1217,0.1020,38.0428,29.3907,18.5009
2026-02-06,180798631315.29,0.0484,6.0226,0.1983,14.3836,8.4690,6.0267,3.7918,0.1008,10.6733,6.2370,4.3445,14.3010,0.1141,38.0428,29.3913,18.5019
2026-02-05,184669838677.98,0.0474,6.1515,0.2324,14.3836,8.4713,6.0268,3.8730,0.1120,10.6733,6.2372,4.3460,14.6073,0.1249,38.0428,29.3919,18.5425
2026-02-04,185906269926.9,0.0471,6.1927,0.2436,14.3836,8.4713,6.0267,3.8990,0.1170,10.6733,6.2372,4.3460,14.7051,0.1282,38.0428,29.4060,18.5831
2026-02-03,180018502074.9,0.0486,5.9966,0.1917,14.3836,8.4713,6.0258,3.7755,0.1000,10.6733,6.2372,4.3460,14.2393,0.1100,38.0428,29.4080,18.5992
2026-02-02,179576919486.0,0.0488,5.9819,0.1871,14.3836,8.4713,6.0258,3.7662,0.0979,10.6733,6.2372,4.3460,14.2044,0.1071,38.0428,29.4181,18.6567
2026-01-30,177957783326.7,0.0492,5.9279,0.1659,14.3836,8.4690,6.0243,3.7323,0.0937,10.6733,6.2370,4.3445,14.0763,0.0991,38.0428,29.4320,18.6655
2026-01-29,182859350063.49,0.0479,6.0912,0.2183,14.3836,8.4713,6.0258,3.6808,0.0842,10.6733,6.2372,4.3460,14.4640,0.1174,38.0428,29.4325,18.6777
2026-01-28,166241125301.22,0.0527,5.5377,0.0934,14.3836,8.4713,6.0243,3.3463,0.0328,10.6733,6.2372,4.3460,13.1496,0.0481,38.0428,29.4336,18.6877
2026-01-27,165387398962.68,0.0530,5.5092,0.0917,14.3836,8.4713,6.0243,3.3291,0.0303,10.6733,6.2372,4.3460,13.0820,0.0465,38.0428,29.4430,18.6921
2026-01-26,165490434900.09,0.0529,5.5126,0.0921,14.3836,8.4713,6.0243,3.3311,0.0311,10.6733,6.2372,4.3460,13.0902,0.0473,38.0428,29.4491,18.7009
2026-01-23,164916377534.52,0.0531,5.4935,0.0908,14.3836,8.4690,6.0240,3.3196,0.0282,10.6733,6.2370,4.3445,13.0448,0.0440,38.0428,29.4515,18.7278
2026-01-22,165372679543.05,0.0530,5.5087,0.0917,14.3836,8.4713,6.0243,3.3288,0.0307,10.6733,6.2372,4.3460,13.0809,0.0456,38.0428,29.4533,18.7584
2026-01-21,166594391372.34,0.0526,5.5494,0.0946,14.3836,8.4713,6.0243,3.3534,0.0340,10.6733,6.2372,4.3460,13.1775,0.0481,38.0428,29.4686,18.7806
2026-01-20,171127972618.38,0.0512,5.7004,0.1170,14.3836,8.4713,6.0243,3.4446,0.0452,10.6733,6.2372,4.3460,13.5361,0.0664,38.0428,29.4859,18.8176
2026-01-19,167197887577.17,0.0524,5.5695,0.0959,14.3836,8.4713,6.0243,3.3655,0.0357,10.6733,6.2372,4.3460,13.2252,0.0485,38.0428,29.4967,18.8469
2026-01-16,168213527531.64,0.0521,5.6034,0.1037,14.3836,8.4690,6.0240,3.3860,0.0386,10.6733,6.2370,4.3445,13.3056,0.0514,38.0428,29.5023,18.8557
2026-01-15,169803224851.68,0.0516,5.6563,0.1108,14.3836,8.4713,6.0243,3.4180,0.0423,10.6733,6.2372,4.3460,13.4313,0.0598,38.0428,29.5043,18.8562
2026-01-14,172011137796.18,0.0509,5.7299,0.1207,14.3836,8.4713,6.0243,3.4624,0.0473,10.6733,6.2372,4.3460,13.6060,0.0693,38.0428,29.5087,18.8602
2026-01-13,173689151634.0,0.0504,5.7858,0.1295,14.3836,8.4713,6.0243,3.4962,0.0519,10.6733,6.2372,4.3460,13.7387,0.0793,38.0428,29.5184,18.8624
2026-01-12,175587956766.27,0.0499,5.8490,0.1423,14.3836,8.4713,6.0243,3.5344,0.0593,10.6733,6.2372,4.3460,13.8889,0.0842,38.0428,29.5426,18.8666
2026-01-09,172011137796.18,0.0509,5.7299,0.1211,14.3836,8.4690,6.0240,3.4624,0.0489,10.6733,6.2370,4.3445,13.6060,0.0693,38.0428,29.5502,18.8734
2026-01-08,171613713466.17,0.0510,5.7166,0.1195,14.3836,8.4713,6.0243,3.4544,0.0477,10.6733,6.2372,4.3460,13.5745,0.0672,38.0428,29.5502,18.8783
2026-01-07,172393842706.56,0.0508,5.7426,0.1232,14.3836,8.4713,6.0258,3.4701,0.0490,10.6733,6.2372,4.3460,13.6362,0.0722,38.0428,29.5528,18.8829
2026-01-06,174601755651.06,0.0502,5.8162,0.1340,14.3836,8.4713,6.0258,3.5145,0.0568,10.6733,6.2372,4.3460,13.8109,0.0805,38.0428,29.5685,18.8956
2026-01-05,173689151634.0,0.0504,5.7858,0.1295,14.3836,8.4713,6.0267,3.4962,0.0527,10.6733,6.2372,4.3460,13.7387,0.0780,38.0428,29.5869,18.8969
2025-12-31,171069094939.86,0.0512,5.6985,0.1170,14.3836,8.4690,6.0268,3.4434,0.0477,10.6733,6.2370,4.3445,13.5314,0.0639,38.0428,29.6092,18.9167
2025-12-30,173468360339.55,0.0505,5.7784,0.1273,14.3836,8.4690,6.0280,3.4917,0.0510,10.6733,6.2370,4.3445,13.7212,0.0763,38.0453,29.6298,18.9663
2025-12-29,172526317483.23,0.0508,5.7470,0.1228,14.3836,8.4690,6.0280,3.4728,0.0489,10.6733,6.2370,4.3445,13.6467,0.0726,38.0582,29.6453,18.9752
2025-12-26,175735150962.57,0.0498,5.8539,0.1418,14.3836,8.4668,6.0298,3.5374,0.0593,10.6733,6.2368,4.3426,13.9005,0.0808,38.0970,29.6804,18.9824
2025-12-25,177692833773.36,0.0493,5.9191,0.1613,14.3836,8.4690,6.0299,3.5768,0.0635,10.6733,6.2370,4.3445,14.0554,0.0892,38.0970,29.6821,18.9973
2025-12-24,176544719042.22,0.0496,5.8809,0.1497,14.3836,8.4690,6.0346,3.5537,0.0610,10.6733,6.2370,4.3445,13.9646,0.0834,38.1031,29.6940,19.0725
2025-12-23,177221812345.2,0.0494,5.9034,0.1576,14.3836,8.4690,6.0398,3.5673,0.0610,10.6733,6.2370,4.3445,14.0181,0.0871,38.1338,29.7099,19.1029
2025-12-22,178590718370.79,0.0490,5.9490,0.1709,14.3836,8.4690,6.0404,3.5948,0.0647,10.6733,6.2370,4.3445,14.1264,0.0917,38.1455,29.7179,19.1079
2025-12-19,179709394262.67,0.0487,5.9863,0.1828,14.3836,8.4668,6.0459,3.6174,0.0701,10.6733,6.2368,4.3426,14.2149,0.0962,38.1576,29.7238,19.1256
2025-12-18,179532761227.11,0.0488,5.9804,0.1825,14.3836,8.4690,6.0478,3.6138,0.0697,10.6733,6.2370,4.3445,14.2009,0.0954,38.1576,29.7344,19.1492
2025-12-17,179738833101.93,0.0487,5.9873,0.1829,14.3836,8.4690,6.0521,3.6179,0.0701,10.6733,6.2370,4.3445,14.2172,0.0962,38.1576,29.7563,19.1619
2025-12-16,180842789574.18,0.0484,6.0240,0.1937,14.3836,8.4690,6.0521,3.6402,0.0759,10.6733,6.2370,4.3445,14.3045,0.1008,38.1576,29.7693,19.1875
2025-12-15,180769192476.03,0.0485,6.0216,0.1933,14.3836,8.4690,6.0532,3.6387,0.0751,10.6733,6.2370,4.3445,14.2987,0.1004,38.1576,29.7722,19.1990
2025-12-12,181019422609.74,0.0484,6.0299,0.1961,14.3836,8.4668,6.0540,3.6437,0.0771,10.6733,6.2368,4.3426,14.3185,0.1007,38.1576,29.7827,19.3089
2025-12-11,178693754308.2,0.0490,5.9525,0.1717,14.3836,8.4690,6.0545,3.5969,0.0668,10.6733,6.2370,4.3445,14.1345,0.0921,38.1576,29.7928,19.3424
2025-12-10,180489523503.06,0.0485,6.0123,0.1904,14.3836,8.4690,6.0547,3.6331,0.0747,10.6733,6.2370,4.3445,14.2766,0.0983,38.1576,29.8120,19.3511
2025-12-09,179753552521.56,0.0487,5.9878,0.1829,14.3836,8.4690,6.0547,3.6182,0.0726,10.6733,6.2370,4.3445,14.2184,0.0958,38.1576,29.8280,19.3645
2025-12-08,184552083320.94,0.0475,6.1476,0.2252,14.3836,8.4690,6.0568,3.7148,0.0879,10.6733,6.2370,4.3445,14.5979,0.1078,38.1576,29.8349,19.3664
2025-12-05,188923750951.05,0.0464,6.2932,0.2604,14.3836,8.4668,6.0568,3.8028,0.1024,10.6733,6.2368,4.3426,14.9437,0.1194,38.1576,29.8440,19.3821
2025-12-04,187981708094.73,0.0466,6.2619,0.2526,14.3836,8.4690,6.0568,3.7839,0.1004,10.6733,6.2370,4.3445,14.8692,0.1161,38.1576,29.8464,19.4175
2025-12-03,195326698490.1,0.0448,6.5065,0.2932,14.3836,8.4690,6.0568,3.9317,0.1253,10.6733,6.2370,4.3445,15.4502,0.1315,38.1576,29.8523,19.4750
2025-12-02,196783921033.47,0.0445,6.5551,0.2982,14.3836,8.4690,6.0568,3.9610,0.1282,10.6733,6.2370,4.3445,15.5655,0.1340,38.1576,29.8571,19.5052
2025-12-01,199830840896.88,0.0438,6.6566,0.3078,14.3836,8.4690,6.0568,4.0224,0.1373,10.6733,6.2370,4.3445,15.8065,0.1410,38.1576,29.8595,19.5125
2025-11-28,200007473932.44,0.0438,6.6624,0.3097,14.3836,8.4668,6.0545,4.0259,0.1393,10.6733,6.2368,4.3426,15.8204,0.1414,38.1576,29.8610,19.5347
2025-11-27,198726884424.63,0.0441,6.6198,0.3061,14.3836,8.4690,6.0545,4.0002,0.1360,10.6733,6.2370,4.3445,15.7192,0.1389,38.1576,29.8610,19.5436
2025-11-26,198609129067.59,0.0441,6.6159,0.3057,14.3836,8.4690,6.0540,3.9978,0.1356,10.6733,6.2370,4.3445,15.7098,0.1385,38.1576,29.8696,19.5580
2025-11-25,196636726837.17,0.0445,6.5502,0.2999,14.3836,8.4690,6.0540,3.9581,0.1298,10.6733,6.2370,4.3445,15.5538,0.1336,38.1576,29.8800,19.5660
2025-11-24,195650525721.96,0.0448,6.5173,0.2970,14.3836,8.4690,6.0540,3.9382,0.1286,10.6733,6.2370,4.3445,15.4758,0.1319,38.1576,29.9060,19.6007
2025-11-21,197535891702.6,0.0443,6.5801,0.3027,14.3836,8.4668,6.0540,3.9762,0.1331,10.6733,6.2368,4.3426,15.6249,0.1352,38.1576,29.9358,19.6011
2025-11-20,201436563185.55,0.0435,6.7100,0.3131,14.3836,8.4690,6.0540,4.0547,0.1448,10.6733,6.2370,4.3445,15.9335,0.1398,38.1576,29.9472,19.6030
2025-11-19,201863429121.42,0.0434,6.7243,0.3144,14.3836,8.4690,6.0540,4.0633,0.1460,10.6733,6.2370,4.3445,15.9673,0.1398,38.1576,29.9622,19.6054
2025-11-18,205705222544.25,0.0426,6.8522,0.3202,14.3836,8.4690,6.0540,4.1406,0.1584,10.6733,6.2370,4.3445,16.2711,0.1418,38.1576,29.9662,19.6154
2025-11-17,206073210420.0,0.0425,6.8645,0.3210,14.3836,8.4690,6.0540,4.1480,0.1601,10.6733,6.2370,4.3445,16.3002,0.1423,38.1576,29.9760,19.6262
2025-11-14,205513868848.86,0.0426,6.8459,0.3201,14.3836,8.4668,6.0540,4.1368,0.1592,10.6733,6.2368,4.3426,16.2560,0.1410,38.1576,29.9973,19.6298
2025-11-13,210960089409.96,0.0415,7.0273,0.3326,14.3836,8.4690,6.0540,4.2464,0.1788,10.6733,6.2370,4.3445,16.6868,0.1448,38.1576,30.0084,19.6681
2025-11-12,208825759730.61,0.0419,6.9562,0.3281,14.3836,8.4690,6.0532,4.2034,0.1701,10.6733,6.2370,4.3445,16.5180,0.1435,38.1576,30.0230,19.6725
2025-11-11,208487210884.92,0.0420,6.9449,0.3256,14.3836,8.4690,6.0532,4.1966,0.1692,10.6733,6.2370,4.3445,16.4912,0.1423,38.1576,30.0282,19.7017
2025-11-10,209738369662.47,0.0418,6.9866,0.3293,14.3836,8.4690,6.0532,4.2218,0.1742,10.6733,6.2370,4.3445,16.5902,0.1431,38.1576,30.0314,19.7130
2025-11-07,193782415369.95,0.0452,6.4551,0.2931,14.3836,8.4668,6.0532,3.9006,0.1256,10.6733,6.2368,4.3426,15.3280,0.1277,38.1576,30.0372,19.7201
2025-11-06,194150403245.7,0.0451,6.4673,0.2953,14.3836,8.4690,6.0532,3.9080,0.1269,10.6733,6.2370,4.3445,15.3572,0.1286,38.1576,30.0527,19.7373
2025-11-05,194547830151.51,0.0450,6.4806,0.2970,14.3836,8.4690,6.0532,3.9160,0.1282,10.6733,6.2370,4.3445,15.3886,0.1294,38.1576,30.0713,19.7512
2025-11-04,195916745049.3,0.0447,6.5262,0.3019,14.3836,8.4690,6.0532,3.9436,0.1336,10.6733,6.2370,4.3445,15.4969,0.1307,38.1576,30.0759,19.7512
2025-11-03,198772330965.12,0.0441,6.6213,0.3102,14.3836,8.4690,6.0532,4.0011,0.1402,10.6733,6.2370,4.3445,15.7227,0.1356,38.1576,30.0776,19.7698
2025-10-31,198036355213.62,0.0442,6.5968,0.3089,14.3836,8.4668,6.0521,3.9863,0.1381,10.6733,6.2368,4.3426,15.6645,0.1339,38.1576,30.0812,19.7813
2025-10-30,191177061209.64,0.0458,6.2181,0.2518,14.3836,8.4690,6.0521,4.1078,0.1551,10.6733,6.2370,4.3445,14.5844,0.1070,38.1576,30.0814,19.8088
2025-10-29,191162341694.61,0.0458,6.2177,0.2518,14.3836,8.4690,6.0521,4.1074,0.1551,10.6733,6.2370,4.3445,14.5832,0.1066,38.1576,30.0831,19.8137
2025-10-28,192074951626.47,0.0456,6.2473,0.2605,14.3836,8.4690,6.0478,4.1270,0.1593,10.6733,6.2370,4.3445,14.6529,0.1091,38.1576,30.0870,19.8214
2025-10-27,190470524488.2,0.0460,6.1952,0.2451,14.3836,8.4690,6.0459,4.0926,0.1535,10.6733,6.2370,4.3445,14.5305,0.1037,38.1576,30.0948,19.8597
2025-10-24,191706963750.72,0.0457,6.2354,0.2575,14.3836,8.4668,6.0398,4.1191,0.1580,10.6733,6.2368,4.3426,14.6248,0.1082,38.1576,30.1087,19.8829
2025-10-23,201039136279.74,0.0436,6.5389,0.3040,14.3836,8.4690,6.0398,4.3197,0.1962,10.6733,6.2370,4.3445,15.3367,0.1261,38.1576,30.1141,19.9191
