date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率
2025-07-21,69778318262.25,1.4560,,,,,1.8841,,,,,32.9728,,,,,1.7302,,,,,23.8566,,,,,0.0121
2025-07-18,70392517007.0,1.4688,,,,,1.9007,,,,,33.2630,,,,,1.7454,,,,,24.0666,,,,,0.0120
2025-07-17,70499334180.0,1.4711,,,,,1.9036,,,,,33.3135,,,,,1.7481,,,,,24.1031,,,,,0.0120
2025-07-16,70526038473.25,1.4716,,,,,1.9043,,,,,33.3261,,,,,1.7487,,,,,24.1122,,,,,0.0120
2025-07-15,67855609148.25,1.4159,,,,,1.8322,,,,,32.0642,,,,,1.6825,,,,,23.1992,,,,,0.0124
2025-07-14,68576625066.0,1.4310,,,,,1.8516,,,,,32.4049,,,,,1.7004,,,,,23.4457,,,,,0.0123
2025-07-11,68362990720.0,1.4265,,,,,1.8459,,,,,32.3040,,,,,1.6951,,,,,23.3727,,,,,0.0124
2025-07-10,67909017734.75,1.4170,,,,,1.8336,,,,,32.0895,,,,,1.6838,,,,,23.2175,,,,,0.0124
2025-07-09,67374931869.75,1.4059,,,,,1.8192,,,,,31.8371,,,,,1.6706,,,,,23.0349,,,,,0.0125
2025-07-08,67321523283.25,1.4048,,,,,1.8178,,,,,31.8119,,,,,1.6693,,,,,23.0166,,,,,0.0125
2025-07-07,67161297523.75,1.4014,,,,,1.8134,,,,,31.7361,,,,,1.6653,,,,,22.9618,,,,,0.0126
