date,市值(元),PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率
2025-07-25,86824409997.78,18.7579,,,,,4.4170,,,,,4.4170,,,,,1.4543,,,,,17.8851,,,,,0.0563
2025-07-24,87898454973.81,18.9899,,,,,4.4716,,,,,4.4716,,,,,1.4723,,,,,18.1064,,,,,0.0556
2025-07-23,88106334646.59,19.0348,,,,,4.4822,,,,,4.4822,,,,,1.4758,,,,,18.1492,,,,,0.0554
2025-07-22,88695327052.8,19.1621,,,,,4.5122,,,,,4.5122,,,,,1.4856,,,,,18.2705,,,,,0.0551
2025-07-21,87725221913.16,18.9525,,,,,4.4628,,,,,4.4628,,,,,1.4694,,,,,18.0707,,,,,0.0557
2025-07-18,86928349834.17,18.7803,,,,,4.4223,,,,,4.4223,,,,,1.4560,,,,,17.9065,,,,,0.0562
2025-07-17,86443297264.35,18.6755,,,,,4.3976,,,,,4.3976,,,,,1.4479,,,,,17.8066,,,,,0.0565
2025-07-16,86235417591.57,18.6306,,,,,4.3870,,,,,4.3870,,,,,1.4444,,,,,17.7638,,,,,0.0566
2025-07-15,86131477755.18,18.6082,,,,,4.3817,,,,,4.3817,,,,,1.4427,,,,,17.7424,,,,,0.0567
2025-07-14,86443297264.35,18.6755,,,,,4.3976,,,,,4.3976,,,,,1.4479,,,,,17.8066,,,,,0.0565
2025-07-11,86131477755.18,18.6082,,,,,4.3817,,,,,4.3817,,,,,1.4427,,,,,17.7424,,,,,0.0567
2025-07-10,85577131961.1,18.4884,,,,,4.3535,,,,,4.3535,,,,,1.4334,,,,,17.6282,,,,,0.0571
2025-07-09,85299959064.06,18.4285,,,,,4.3394,,,,,4.3394,,,,,1.4287,,,,,17.5711,,,,,0.0573
2025-07-08,85230665839.8,18.4136,,,,,4.3359,,,,,4.3359,,,,,1.4276,,,,,17.5568,,,,,0.0573
2025-07-07,85196019227.67,18.4061,,,,,4.3342,,,,,4.3342,,,,,1.4270,,,,,17.5497,,,,,0.0573
