日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值
2026-07-03,=21.5400,=21.5400,=21.5400,=21.5400,=208830300000.0,=208830300000.0,=72569107275.9,,=2.2396,,,,
2026-07-02,=21.5000,=21.5000,=21.5000,=21.5000,=208442500000.0,=208442500000.0,=72434345702.5,,=2.2354,,,,
2026-07-01,=20.9700,=20.9700,=20.9700,=20.9700,=203304150000.0,=203304150000.0,=70648754854.95,,=2.1803,,,,
2026-06-30,=20.3500,=20.3500,=20.3500,=20.3500,=197293250000.0,=197293250000.0,=68559950467.25,,=2.1158,,,,
2026-06-29,=21.0000,=21.0000,=21.0000,=21.0000,=203595000000.0,=203595000000.0,=70749826035.0,,=2.1834,,,,
2026-06-26,=20.7000,=20.7000,=20.7000,=20.7000,=200686500000.0,=200686500000.0,=69739114234.5,,=2.1522,,,,
2026-06-25,=21.6100,=21.6100,=21.6100,=21.6100,=209508950000.0,=209508950000.0,=72804940029.35,,=2.0528,,,,
2026-06-24,=22.0400,=22.0400,=22.0400,=22.0400,=213677800000.0,=213677800000.0,=74253626943.4,,=2.0937,,,,
2026-06-23,=22.5800,=22.5800,=22.5800,=22.5800,=218913100000.0,=218913100000.0,=76072908184.3,,=2.1450,,,,
2026-06-22,=23.3000,=23.3000,=23.3000,=23.3000,=225893500000.0,=225893500000.0,=78498616505.5,,=2.2134,,,,
2026-06-18,=22.9700,=22.9700,=22.9700,=22.9700,=222694150000.0,=222694150000.0,=77386833524.95,,=2.1820,,,,
2026-06-17,=23.5800,=23.5800,=23.5800,=23.5800,=228608100000.0,=228608100000.0,=79441947519.3,,=2.2400,,,,
2026-06-16,=24.4000,=24.4000,=24.4000,=24.4000,=236558000000.0,=236558000000.0,=82204559774.0,,=2.3179,,,,
2026-06-15,=25.2600,=25.2600,=25.2600,=25.2600,=244895700000.0,=244895700000.0,=85101933602.1,,=2.3996,,,,
2026-06-12,=27.0000,=27.0000,=27.0000,=27.0000,=261765000000.0,=261765000000.0,=90964062045.0,,=2.5649,,,,
2026-06-11,=26.9300,=26.9300,=26.9300,=26.9300,=261086350000.0,=261086350000.0,=90728229291.55,,=2.5582,,,,
2026-06-10,=26.6300,=26.6300,=26.6300,=26.6300,=258177850000.0,=258177850000.0,=89717517491.05,,=2.5297,,,,
2026-06-09,=27.0000,=27.0000,=27.0000,=27.0000,=261765000000.0,=261765000000.0,=90964062045.0,,=2.5649,,,,
2026-06-08,=27.8000,=27.8000,=27.8000,=27.8000,=269521000000.0,=269521000000.0,=93659293513.0,,=2.6408,,,,
2026-06-05,=27.1400,=27.1400,=27.1400,=27.1400,=263122300000.0,=263122300000.0,=91435727551.9,,=2.5782,,,,
2026-06-04,=27.4100,=27.4100,=27.4100,=27.4100,=265739950000.0,=265739950000.0,=92345368172.35,,=2.6038,,,,
2026-06-03,=27.1200,=27.1200,=27.1200,=27.1200,=262928400000.0,=262928400000.0,=91368346765.2,,=2.5763,,,,
2026-06-02,=26.3700,=26.3700,=26.3700,=26.3700,=255657150000.0,=255657150000.0,=88841567263.95,,=2.5050,,,,
2026-06-01,=26.7700,=26.7700,=26.7700,=26.7700,=259535150000.0,=259535150000.0,=90189182997.95,,=2.5430,,,,
2026-05-29,=25.7400,=25.7400,=25.7400,=25.7400,=249549300000.0,=249549300000.0,=86719072482.9,,=2.4452,,,,
2026-05-28,=24.6600,=24.6600,=24.6600,=24.6600,=239078700000.0,=239078700000.0,=83080510001.1,,=2.3426,,,,
2026-05-27,=24.6600,=24.6600,=24.6600,=24.6600,=239078700000.0,=239078700000.0,=83080510001.1,,=2.3426,,,,
2026-05-26,=23.9500,=23.9500,=23.9500,=23.9500,=232195250000.0,=232195250000.0,=80688492073.25,,=2.2751,,,,
2026-05-25,=23.8900,=23.8900,=23.8900,=23.8900,=231613550000.0,=231613550000.0,=80486349713.15,,=2.2694,,,,
2026-05-22,=23.3200,=23.3200,=23.3200,=23.3200,=226087400000.0,=226087400000.0,=78565997292.2,,=2.2153,,,,
