日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PS-TTM,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2026-07-03,=50.9300,=50.9300,=50.9300,=50.9300,=132914238084.76,=102012093889.0,=73486623404.04,,=2.8713,,,,
2026-07-02,=49.8100,=49.8100,=49.8100,=49.8100,=129991325328.92,=99768749197.0,=71870581420.68,,=2.8082,,,,
2026-07-01,=50.0000,=50.0000,=50.0000,=50.0000,=130487176600.0,=100149316600.0,=72144731400.0,,=2.8189,,,,
2026-06-30,=50.4400,=50.4400,=50.4400,=50.4400,=131635463754.08,=101030630586.0,=72779605036.32,,=2.8437,,,,
2026-06-29,=52.1500,=52.1500,=52.1500,=52.1500,=136098125193.8,=104455737214.0,=75246954850.2,,=2.9401,,,,
2026-06-26,=50.4300,=50.4300,=50.4300,=50.4300,=131609366318.76,=101010600723.0,=72765176090.04,,=2.8431,,,,
2026-06-25,=48.0100,=48.0100,=48.0100,=48.0100,=125293786971.32,=96163373799.0,=69273371090.28,,=2.7067,,,,
2026-06-24,=48.1300,=48.1300,=48.1300,=48.1300,=125606956195.16,=96403732159.0,=69446518445.64,,=2.7135,,,,
2026-06-23,=49.2500,=49.2500,=49.2500,=49.2500,=128529868951.0,=98647076851.0,=71062560429.0,,=2.7766,,,,
2026-06-22,=50.0500,=50.0500,=50.0500,=50.0500,=130617663776.6,=100249465917.0,=72216876131.4,,=2.8217,,,,
2026-06-18,=49.9500,=49.9500,=49.9500,=49.9500,=130356689423.4,=100049167283.0,=72072586668.6,,=2.8161,,,,
2026-06-17,=50.6900,=50.6900,=50.6900,=50.6900,=132287899637.08,=101531377169.0,=73140328693.32,,=2.8578,,,,
2026-06-16,=50.6500,=50.6500,=50.6500,=50.6500,=132183509895.8,=101451257716.0,=73082612908.2,,=2.8555,,,,
2026-06-15,=52.4100,=52.4100,=52.4100,=52.4100,=136776658512.12,=104976513660.0,=75622107453.48,,=2.9547,,,,
2026-06-12,=52.3500,=52.3500,=52.3500,=52.3500,=136620073900.2,=104856334480.0,=75535533775.8,,=2.9514,,,,
2026-06-11,=52.4100,=52.4100,=52.4100,=52.4100,=136776658512.12,=104976513660.0,=75622107453.48,,=2.9547,,,,
2026-06-10,=53.0500,=53.0500,=53.0500,=53.0500,=138446894372.6,=106258424913.0,=76545560015.4,,=2.9908,,,,
2026-06-09,=53.4100,=53.4100,=53.4100,=53.4100,=139386402044.12,=106979499992.0,=77065002081.48,,=3.0111,,,,
2026-06-08,=53.1500,=53.1500,=53.1500,=53.1500,=138707868725.8,=106458723546.0,=76689849478.2,,=2.9965,,,,
2026-06-05,=53.6000,=53.6000,=53.6000,=53.6000,=139882253315.2,=107360067395.0,=77339152060.8,,=3.0218,,,,
2026-06-04,=53.5000,=53.5000,=53.5000,=53.5000,=139621278962.0,=107159768762.0,=77194862598.0,,=3.0162,,,,
2026-06-03,=53.8800,=53.8800,=53.8800,=53.8800,=140612981504.16,=107920903568.0,=77743162556.64,,=3.0376,,,,
2026-06-02,=54.2400,=54.2400,=54.2400,=54.2400,=141552489175.68,=108641978648.0,=78262604622.72,,=3.0579,,,,
2026-06-01,=52.4800,=52.4800,=52.4800,=52.4800,=136959340559.36,=105116722703.0,=75723110077.44,,=2.9587,,,,
2026-05-29,=52.6600,=52.6600,=52.6600,=52.6600,=137429094395.12,=105477260243.0,=75982831110.48,,=2.9688,,,,
2026-05-28,=51.9900,=51.9900,=51.9900,=51.9900,=135680566228.68,=104135259401.0,=75016091709.72,,=2.9311,,,,
2026-05-27,=52.7500,=52.7500,=52.7500,=52.7500,=137663971313.0,=105657529013.0,=76112691627.0,,=2.9739,,,,
2026-05-26,=53.4900,=53.4900,=53.4900,=53.4900,=139595181526.68,=107139738899.0,=77180433651.72,,=3.0156,,,,
2026-05-25,=53.8300,=53.8300,=53.8300,=53.8300,=140482494327.56,=107820754252.0,=77671017825.24,,=3.0348,,,,
2026-05-22,=55.2700,=55.2700,=55.2700,=55.2700,=144240525013.64,=110705054570.0,=79748786089.56,,=3.1160,,,,
2026-05-21,=54.3400,=54.3400,=54.3400,=54.3400,=141813463528.88,=108842277281.0,=78406894085.52,,=3.0636,,,,
2026-05-20,=54.2900,=54.2900,=54.2900,=54.2900,=141682976352.28,=108742127964.0,=78334749354.12,,=3.0607,,,,
2026-05-19,=55.0800,=55.0800,=55.0800,=55.0800,=143744673742.56,=110324487167.0,=79474636110.24,,=3.1053,,,,
2026-05-18,=55.4100,=55.4100,=55.4100,=55.4100,=144605889108.12,=110985472656.0,=79950791337.48,,=3.1239,,,,
2026-05-15,=56.0000,=56.0000,=56.0000,=56.0000,=146145637792.0,=112167234592.0,=80802099168.0,,=3.1571,,,,
2026-05-14,=56.7100,=56.7100,=56.7100,=56.7100,=147998555699.72,=113589354888.0,=81826554353.88,,=3.1972,,,,
2026-05-13,=57.1400,=57.1400,=57.1400,=57.1400,=149120745418.48,=114450639010.0,=82446999043.92,,=3.2214,,,,
2026-05-12,=59.4500,=59.4500,=59.4500,=59.4500,=155149252977.4,=119077537437.0,=85780085634.6,,=3.3516,,,,
2026-05-11,=59.4000,=59.4000,=59.4000,=59.4000,=155018765800.8,=118977388121.0,=85707940903.2,,=3.3488,,,,
2026-05-08,=59.9900,=59.9900,=59.9900,=59.9900,=156558514484.68,=120159150057.0,=86559248733.72,,=3.3821,,,,
2026-05-07,=59.4200,=59.4200,=59.4200,=59.4200,=155070960671.44,=119017447847.0,=85736798795.76,,=3.3500,,,,
2026-05-06,=59.3100,=59.3100,=59.3100,=59.3100,=154783888882.92,=118797119351.0,=85578080386.68,,=3.3438,,,,
2026-04-30,=58.8700,=58.8700,=58.8700,=58.8700,=153635601728.84,=117915805365.0,=84943206750.36,,=3.3189,,,,
2026-04-29,=59.4000,=59.4000,=59.4000,=59.4000,=155018765800.8,=118977388121.0,=85707940903.2,,=3.3488,,,,
2026-04-28,=59.4200,=59.4200,=59.4200,=59.4200,=155070960671.44,=119017447847.0,=85736798795.76,,=3.3500,,,,
2026-04-27,=59.4500,=59.4500,=59.4500,=59.4500,=155149252977.4,=119077537437.0,=85780085634.6,,=3.3516,,,,
2026-04-24,=59.0300,=59.0300,=59.0300,=59.0300,=154053160693.96,=118236283178.0,=85174069890.84,,=3.3280,,,,
2026-04-23,=59.9400,=59.9400,=59.9400,=59.9400,=156428027308.08,=120059000740.0,=86487104002.32,,=3.3793,,,,
2026-04-22,=60.3900,=60.3900,=60.3900,=60.3900,=157602411897.48,=120960344589.0,=87136406584.92,,=3.4046,,,,
2026-04-21,=60.2000,=60.2000,=60.2000,=60.2000,=157106560626.4,=120579777186.0,=86862256605.6,,=3.4312,,,,
2026-04-20,=60.1600,=60.1600,=60.1600,=60.1600,=157002170885.12,=120499657733.0,=86804540820.48,,=3.4289,,,,
2026-04-17,=58.7900,=58.7900,=58.7900,=58.7900,=153426822246.28,=117755566458.0,=84827775180.12,,=3.3508,,,,
2026-04-16,=59.1500,=59.1500,=59.1500,=59.1500,=154366329917.8,=118476641538.0,=85347217246.2,,=3.3714,,,,
2026-04-15,=59.0300,=59.0300,=59.0300,=59.0300,=154053160693.96,=118236283178.0,=85174069890.84,,=3.3645,,,,
2026-04-14,=58.5700,=58.5700,=58.5700,=58.5700,=152852678669.24,=117314909465.0,=84510338361.96,,=3.3383,,,,
2026-04-13,=57.3600,=57.3600,=57.3600,=57.3600,=149694888995.52,=114891296004.0,=82764435862.08,,=3.2693,,,,
2026-04-10,=57.4100,=57.4100,=57.4100,=57.4100,=149825376172.12,=114991445320.0,=82836580593.48,,=3.2722,,,,
2026-04-09,=57.6800,=57.6800,=57.6800,=57.6800,=150530006925.76,=115532251630.0,=83226162143.04,,=3.2876,,,,
2026-04-08,=58.0500,=58.0500,=58.0500,=58.0500,=151495612032.6,=116273356573.0,=83760033155.4,,=3.3087,,,,
2026-04-07,=57.3100,=57.3100,=57.3100,=57.3100,=149564401818.92,=114791146687.0,=82692291130.68,,=3.2665,,,,
2026-04-03,=58.0900,=58.0900,=58.0900,=58.0900,=151600001773.88,=116353476026.0,=83817748940.52,,=3.3110,,,,
2026-04-02,=58.3400,=58.3400,=58.3400,=58.3400,=152252437656.88,=116854222609.0,=84178472597.52,,=3.3252,,,,
2026-04-01,=57.9700,=57.9700,=57.9700,=57.9700,=151286832550.04,=116113117666.0,=83644601585.16,,=3.3041,,,,
2026-03-31,=57.0000,=57.0000,=57.0000,=57.0000,=148755381324.0,=114170220924.0,=82244993796.0,,=3.2488,,,,
2026-03-30,=57.2000,=57.2000,=57.2000,=57.2000,=149277330030.4,=114570818190.0,=82533572721.6,,=3.2602,,,,
2026-03-27,=57.6900,=57.6900,=57.6900,=57.6900,=150556104361.08,=115552281493.0,=83240591089.32,,=3.2882,,,,
2026-03-26,=56.6500,=56.6500,=56.6500,=56.6500,=147841971087.8,=113469175708.0,=81739980676.2,,=3.2289,,,,
2026-03-25,=56.5500,=56.5500,=56.5500,=56.5500,=147580996734.6,=113268877075.0,=81595691213.4,,=3.2232,,,,
2026-03-24,=55.7000,=55.7000,=55.7000,=55.7000,=145362714732.4,=111566338692.0,=80369230779.6,,=3.1747,,,,
2026-03-23,=55.1700,=55.1700,=55.1700,=55.1700,=143979550660.44,=110504755936.0,=79604496626.76,,=3.1445,,,,
2026-03-20,=56.9600,=56.9600,=56.9600,=56.9600,=148650991582.72,=114090101471.0,=82187278010.88,,=3.2465,,,,
2026-03-19,=56.4700,=56.4700,=56.4700,=56.4700,=147372217252.04,=113108638168.0,=81480259643.16,,=3.2186,,,,
2026-03-18,=57.7500,=57.7500,=57.7500,=57.7500,=150712688973.0,=115672460673.0,=83327164767.0,,=3.2916,,,,
2026-03-17,=59.1300,=59.1300,=59.1300,=59.1300,=154314135047.16,=118436581811.0,=85318359353.64,,=3.4881,,,,
2026-03-16,=58.9500,=58.9500,=58.9500,=58.9500,=153844381211.4,=118076044271.0,=85058638320.6,,=3.4775,,,,
2026-03-13,=59.5100,=59.5100,=59.5100,=59.5100,=155305837589.32,=119197716617.0,=85866659312.28,,=3.5105,,,,
2026-03-12,=59.9000,=59.9000,=59.9000,=59.9000,=156323637566.8,=119978881287.0,=86429388217.2,,=3.5335,,,,
2026-03-11,=59.7300,=59.7300,=59.7300,=59.7300,=155879981166.36,=119638373610.0,=86184096130.44,,=3.5235,,,,
2026-03-10,=59.0000,=59.0000,=59.0000,=59.0000,=153974868388.0,=118176193588.0,=85130783052.0,,=3.4804,,,,
2026-03-09,=57.8500,=57.8500,=57.8500,=57.8500,=150973663326.2,=115872759306.0,=83471454229.8,,=3.4126,,,,
2026-03-06,=59.0200,=59.0200,=59.0200,=59.0200,=154027063258.64,=118216253315.0,=85159640944.56,,=3.4816,,,,
2026-03-05,=59.3700,=59.3700,=59.3700,=59.3700,=154940473494.84,=118917298531.0,=85664654064.36,,=3.5023,,,,
2026-03-04,=58.7800,=58.7800,=58.7800,=58.7800,=153400724810.96,=117735536595.0,=84813346233.84,,=3.4675,,,,
2026-03-03,=59.8400,=59.8400,=59.8400,=59.8400,=156167052954.88,=119858702107.0,=86342814539.52,,=3.5300,,,,
2026-03-02,=60.4700,=60.4700,=60.4700,=60.4700,=157811191380.04,=121120583496.0,=87251838155.16,,=3.5672,,,,
2026-02-27,=60.4000,=60.4000,=60.4000,=60.4000,=157628509332.8,=120980374453.0,=87150835531.2,,=3.5630,,,,
2026-02-26,=61.5300,=61.5300,=61.5300,=61.5300,=160577519523.96,=123243749008.0,=88781306460.84,,=3.6297,,,,
2026-02-25,=61.8200,=61.8200,=61.8200,=61.8200,=161334345148.24,=123824615044.0,=89199745902.96,,=3.6468,,,,
2026-02-24,=61.4900,=61.4900,=61.4900,=61.4900,=160473129782.68,=123163629555.0,=88723590675.72,,=3.6273,,,,
2026-02-13,=59.3800,=59.3800,=59.3800,=59.3800,=154966570930.16,=118937328394.0,=85679083010.64,,=3.5029,,,,
2026-02-12,=59.4200,=59.4200,=59.4200,=59.4200,=155070960671.44,=119017447847.0,=85736798795.76,,=3.5052,,,,
2026-02-11,=60.4900,=60.4900,=60.4900,=60.4900,=157863386250.68,=121160643223.0,=87280696047.72,,=3.5683,,,,
2026-02-10,=60.4800,=60.4800,=60.4800,=60.4800,=157837288815.36,=121140613359.0,=87266267101.44,,=3.5677,,,,
2026-02-09,=60.1400,=60.1400,=60.1400,=60.1400,=156949976014.48,=120459598006.0,=86775682927.92,,=3.5477,,,,
2026-02-06,=60.6000,=60.6000,=60.6000,=60.6000,=158150458039.2,=121380971719.0,=87439414456.8,,=3.5748,,,,
2026-02-05,=62.6500,=62.6500,=62.6500,=62.6500,=163500432279.8,=125487093700.0,=90397348444.2,,=3.6958,,,,
2026-02-04,=62.6400,=62.6400,=62.6400,=62.6400,=163474334844.48,=125467063836.0,=90382919497.92,,=3.6952,,,,
2026-02-03,=60.5000,=60.5000,=60.5000,=60.5000,=157889483686.0,=121180673086.0,=87295124994.0,,=3.5689,,,,
2026-02-02,=60.1600,=60.1600,=60.1600,=60.1600,=157002170885.12,=120499657733.0,=86804540820.48,,=3.5489,,,,
2026-01-30,=61.7400,=61.7400,=61.7400,=61.7400,=161125565665.68,=123664376138.0,=89084314332.72,,=3.6421,,,,
2026-01-29,=62.1400,=62.1400,=62.1400,=62.1400,=162169463078.48,=124465570670.0,=89661472183.92,,=3.6657,,,,
2026-01-28,=62.1100,=62.1100,=62.1100,=62.1100,=162091170772.52,=124405481081.0,=89618185345.08,,=3.6639,,,,
2026-01-27,=62.3500,=62.3500,=62.3500,=62.3500,=162717509220.2,=124886197800.0,=89964480055.8,,=3.6781,,,,
2026-01-26,=60.4800,=60.4800,=60.4800,=60.4800,=157837288815.36,=121140613359.0,=87266267101.44,,=3.5677,,,,
2026-01-23,=61.2900,=61.2900,=61.2900,=61.2900,=159951181076.28,=122763032288.0,=88435011750.12,,=3.6155,,,,
2026-01-22,=61.1300,=61.1300,=61.1300,=61.1300,=159533622111.16,=122442554475.0,=88204148609.64,,=3.6061,,,,
2026-01-21,=60.7300,=60.7300,=60.7300,=60.7300,=158489724698.36,=121641359942.0,=87626990758.44,,=3.5825,,,,
2026-01-20,=61.6400,=61.6400,=61.6400,=61.6400,=160864591312.48,=123464077504.0,=88940024869.92,,=3.6362,,,,
2026-01-19,=61.1200,=61.1200,=61.1200,=61.1200,=159507524675.84,=122422524612.0,=88189719663.36,,=3.6055,,,,
2026-01-16,=61.2000,=61.2000,=61.2000,=61.2000,=159716304158.4,=122582763518.0,=88305151233.6,,=3.6102,,,,
2026-01-15,=61.3300,=61.3300,=61.3300,=61.3300,=160055570817.56,=122843151742.0,=88492727535.24,,=3.6179,,,,
2026-01-14,=60.5500,=60.5500,=60.5500,=60.5500,=158019970862.6,=121280822403.0,=87367269725.4,,=3.5719,,,,
2026-01-13,=61.2200,=61.2200,=61.2200,=61.2200,=159768499029.04,=122622823245.0,=88334009126.16,,=3.6114,,,,
2026-01-12,=62.2500,=62.2500,=62.2500,=62.2500,=162456534867.0,=124685899167.0,=89820190593.0,,=3.6722,,,,
2026-01-09,=63.5300,=63.5300,=63.5300,=63.5300,=165797006587.96,=127249721672.0,=91667095716.84,,=3.7477,,,,
2026-01-08,=63.1500,=63.1500,=63.1500,=63.1500,=164805304045.8,=126488586866.0,=91118795758.2,,=3.7253,,,,
2026-01-07,=64.5300,=64.5300,=64.5300,=64.5300,=168406750119.96,=129252708004.0,=93109990344.84,,=3.8067,,,,
2026-01-06,=64.3800,=64.3800,=64.3800,=64.3800,=168015288590.16,=128952260054.0,=92893556150.64,,=3.7978,,,,
2026-01-05,=64.5000,=64.5000,=64.5000,=64.5000,=168328457814.0,=129192618414.0,=93066703506.0,,=3.8049,,,,
2025-12-31,=64.7700,=64.7700,=64.7700,=64.7700,=169033088567.64,=129733424724.0,=93456285055.56,,=3.8208,,,,
2025-12-30,=64.5000,=64.5000,=64.5000,=64.5000,=168328457814.0,=129192618414.0,=93066703506.0,,=3.8049,,,,
2025-12-29,=63.1800,=63.1800,=63.1800,=63.1800,=164883596351.76,=126548676456.0,=91162082597.04,,=3.7270,,,,
2025-12-26,=63.7100,=63.7100,=63.7100,=63.7100,=166266760423.72,=127610259212.0,=91926816749.88,,=3.7583,,,,
2025-12-25,=63.5200,=63.5200,=63.5200,=63.5200,=165770909152.64,=127229691809.0,=91652666770.56,,=3.7471,,,,
2025-12-24,=63.0800,=63.0800,=63.0800,=63.0800,=164622621998.56,=126348377823.0,=91017793134.24,,=3.7211,,,,
2025-12-23,=62.6800,=62.6800,=62.6800,=62.6800,=163578724585.76,=125547183290.0,=90440635283.04,,=3.6975,,,,
2025-12-22,=62.8200,=62.8200,=62.8200,=62.8200,=163944088680.24,=125827601376.0,=90642640530.96,,=3.7058,,,,
2025-12-19,=62.0700,=62.0700,=62.0700,=62.0700,=161986781031.24,=124325361627.0,=89560469559.96,,=3.6615,,,,
2025-12-18,=62.3000,=62.3000,=62.3000,=62.3000,=162587022043.6,=124786048484.0,=89892335324.4,,=3.6751,,,,
2025-12-17,=62.0800,=62.0800,=62.0800,=62.0800,=162012878466.56,=124345391491.0,=89574898506.24,,=3.6621,,,,
2025-12-16,=61.3600,=61.3600,=61.3600,=61.3600,=160133863123.52,=122903241332.0,=88536014374.08,,=3.6197,,,,
2025-12-15,=62.0900,=62.0900,=62.0900,=62.0900,=162038975901.88,=124365421354.0,=89589327452.52,,=3.6627,,,,
2025-12-12,=61.9500,=61.9500,=61.9500,=61.9500,=161673611807.4,=124085003267.0,=89387322204.6,,=3.6545,,,,
2025-12-11,=61.5000,=61.5000,=61.5000,=61.5000,=160499227218.0,=123183659418.0,=88738019622.0,,=3.6279,,,,
2025-12-10,=61.8000,=61.8000,=61.8000,=61.8000,=161282150277.6,=123784555318.0,=89170888010.4,,=3.6456,,,,
