date,市值(元),PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2025-07-29,175382973382.41,39.1649,,,,,36.5596,,,,,6.6652,,,,,0.0063,6.1610,,,,,4.4371,,,,
2025-07-28,176272421380.2,39.3635,,,,,36.7450,,,,,6.6990,,,,,0.0063,6.1923,,,,,4.4596,,,,
2025-07-25,176299374349.83,39.3696,,,,,36.7506,,,,,6.7000,,,,,0.0063,6.1932,,,,,4.4603,,,,
2025-07-24,178159129254.3,39.7849,,,,,37.1383,,,,,6.7707,,,,,0.0062,6.2585,,,,,4.5073,,,,
2025-07-23,174547431323.88,38.9783,,,,,36.3854,,,,,6.6334,,,,,0.0063,6.1317,,,,,4.4160,,,,
2025-07-22,174439619445.36,38.9543,,,,,36.3630,,,,,6.6293,,,,,0.0063,6.1279,,,,,4.4132,,,,
2025-07-21,175787267926.86,39.2552,,,,,36.6439,,,,,6.6806,,,,,0.0063,6.1752,,,,,4.4473,,,,
2025-07-18,175706409017.97,39.2371,,,,,36.6270,,,,,6.6775,,,,,0.0063,6.1724,,,,,4.4453,,,,
2025-07-17,175544691200.19,39.2010,,,,,36.5933,,,,,6.6713,,,,,0.0063,6.1667,,,,,4.4412,,,,
2025-07-16,173900560052.76,38.8339,,,,,36.2506,,,,,6.6089,,,,,0.0064,6.1089,,,,,4.3996,,,,
2025-07-15,172903300176.45,38.6112,,,,,36.0427,,,,,6.5710,,,,,0.0064,6.0739,,,,,4.3744,,,,
2025-07-14,173523218477.94,38.7496,,,,,36.1719,,,,,6.5945,,,,,0.0064,6.0957,,,,,4.3901,,,,
2025-07-11,172499005632.0,38.5209,,,,,35.9584,,,,,6.5556,,,,,0.0064,6.0597,,,,,4.3641,,,,
2025-07-10,168617778005.28,37.6542,,,,,35.1494,,,,,6.4081,,,,,0.0065,5.9234,,,,,4.2659,,,,
2025-07-09,168833401762.32,37.7023,,,,,35.1943,,,,,6.4163,,,,,0.0065,5.9309,,,,,4.2714,,,,
2025-07-08,169884567577.89,37.9371,,,,,35.4134,,,,,6.4562,,,,,0.0065,5.9679,,,,,4.2980,,,,
2025-07-07,167970906734.16,37.5097,,,,,35.0145,,,,,6.3835,,,,,0.0066,5.9006,,,,,4.2496,,,,
