date,市值(元),PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2025-08-08,404802820315.26,61.3266,,,,,8.8553,,,,,0.0031,13.8666,,,,,59.1674,,,,,8.8553,,,,
2025-08-07,403608124337.94,61.1456,,,,,8.8292,,,,,0.0032,13.8257,,,,,58.9928,,,,,8.8292,,,,
2025-08-06,408718768240.92,61.9198,,,,,8.9410,,,,,0.0031,14.0007,,,,,59.7398,,,,,8.9410,,,,
2025-08-05,413497552150.2,62.6438,,,,,9.0455,,,,,0.0031,14.1644,,,,,60.4383,,,,,9.0455,,,,
2025-08-04,411506392188.0,62.3422,,,,,9.0020,,,,,0.0031,14.0962,,,,,60.1472,,,,,9.0020,,,,
2025-08-01,406926724274.94,61.6483,,,,,8.9018,,,,,0.0031,13.9393,,,,,59.4778,,,,,8.9018,,,,
2025-07-31,417479872074.6,63.2471,,,,,9.1326,,,,,0.0031,14.3008,,,,,61.0203,,,,,9.1326,,,,
2025-07-30,422059539987.6601,63.9409,,,,,9.2328,,,,,0.0030,14.4577,,,,,61.6897,,,,,9.2328,,,,
2025-07-29,423453351961.2,64.1521,,,,,9.2633,,,,,0.0030,14.5055,,,,,61.8934,,,,,9.2633,,,,
2025-07-28,411771880182.96,62.3824,,,,,9.0078,,,,,0.0031,14.1053,,,,,60.1860,,,,,9.0078,,,,
2025-07-25,374338072893.6,56.7112,,,,,8.1889,,,,,0.0034,12.8230,,,,,54.7146,,,,,8.1889,,,,
2025-07-24,381638992755.0,57.8173,,,,,8.3486,,,,,0.0033,13.0731,,,,,55.7817,,,,,8.3486,,,,
2025-07-23,379183228801.62,57.4453,,,,,8.2949,,,,,0.0034,12.9890,,,,,55.4227,,,,,8.2949,,,,
2025-07-22,381041644766.34,57.7268,,,,,8.3355,,,,,0.0033,13.0526,,,,,55.6944,,,,,8.3355,,,,
2025-07-21,384957592692.0,58.3201,,,,,8.4212,,,,,0.0033,13.1868,,,,,56.2667,,,,,8.4212,,,,
2025-07-18,390001864596.24,59.0843,,,,,8.5315,,,,,0.0033,13.3596,,,,,57.0040,,,,,8.5315,,,,
2025-07-17,383165548726.02,58.0486,,,,,8.3820,,,,,0.0033,13.1254,,,,,56.0048,,,,,8.3820,,,,
2025-07-16,379780576790.28,57.5358,,,,,8.3079,,,,,0.0034,13.0094,,,,,55.5101,,,,,8.3079,,,,
2025-07-15,379780576790.28,57.5358,,,,,8.3079,,,,,0.0034,13.0094,,,,,55.5101,,,,,8.3079,,,,
2025-07-14,379714204791.54,57.5257,,,,,8.3065,,,,,0.0034,13.0072,,,,,55.5004,,,,,8.3065,,,,
2025-07-11,377656672830.6,57.2140,,,,,8.2615,,,,,0.0034,12.9367,,,,,55.1996,,,,,8.2615,,,,
2025-07-10,382302712742.4,57.9179,,,,,8.3631,,,,,0.0033,13.0958,,,,,55.8787,,,,,8.3631,,,,
2025-07-09,379581460794.06,57.5056,,,,,8.3036,,,,,0.0034,13.0026,,,,,55.4810,,,,,8.3036,,,,
2025-07-08,354426473271.6,53.6947,,,,,7.7533,,,,,0.0036,12.1409,,,,,51.8042,,,,,7.7533,,,,
2025-07-07,349448573366.1,52.9406,,,,,7.6444,,,,,0.0036,11.9704,,,,,51.0766,,,,,7.6444,,,,
